characters_araber;Araber_verkleidet
texts_schriftstellerin_mo_ex_1;Observe Lady Clarissa Westmacott 
texts_schriftstellerin_mo_talk_mit_1__2;Talk to Lady Clarissa Westmacott
texts_schriftstellerin_mo_used_mit_krimi;Give Lady Westmacott the book
texts_schriftstellerin_top_a01_schriftstellerin_brieftasche_tseq_title;Missing purse
spokentexts_schriftstellerin_top_a01_schriftstellerin_brieftasche_tseq_st_1;There's something else.
spokentexts_schriftstellerin_top_a01_schriftstellerin_brieftasche_tseq_st_4;I'm sorry, Constable Zellner. As you know, I only deal with murder, not burglary.
sequences_schriftstellerin_top_a01_schriftstellerin_brieftasche_tseq#5;[The nurse knits on, but looks to Ohi.]
spokentexts_schriftstellerin_top_a01_schriftstellerin_brieftasche_tseq_st_5;Have you asked my boy yet?
spokentexts_schriftstellerin_top_a01_schriftstellerin_brieftasche_tseq_st_7;I'll go and do that now.
sequences_schriftstellerin_top_a01_schriftstellerin_brieftasche_tseq#9;[The nurse nodded and looks back down at her knitting.]
texts_schriftstellerin_top_a01_schriftstellerin_buch_signieren_tseq_title;Sign book
sequences_schriftstellerin_top_a01_schriftstellerin_buch_signieren_tseq#0;[See Sequence book signing]
texts_schriftstellerin_top_a01_schriftstellerin_goodbye_erstmalig_tseq_title;Say goodbye
texts_schriftstellerin_top_a01_schriftstellerin_goodbye_tseq_title;Say goodbye
spokentexts_schriftstellerin_top_a01_schriftstellerin_goodbye_erstmalig_tseq_st_2;As much as I'd like to keep talking, duty calls.
spokentexts_schriftstellerin_top_a01_schriftstellerin_goodbye_erstmalig_tseq_st_3;You were right.
spokentexts_schriftstellerin_top_a01_schriftstellerin_goodbye_erstmalig_tseq_st_4_direction;irritated
spokentexts_schriftstellerin_top_a01_schriftstellerin_goodbye_erstmalig_tseq_st_4;Madam?
spokentexts_schriftstellerin_top_a01_schriftstellerin_goodbye_erstmalig_tseq_st_5;I DID observe you as you came in.
spokentexts_schriftstellerin_top_a01_schriftstellerin_goodbye_erstmalig_tseq_st_6;You seemed so... eager.
spokentexts_schriftstellerin_top_a01_schriftstellerin_goodbye_erstmalig_tseq_st_7;I... It's been a long time since I've had a chance to prove myself, madam. 
spokentexts_schriftstellerin_top_a01_schriftstellerin_goodbye_erstmalig_tseq_st_8;And is this it? Your chance?
spokentexts_schriftstellerin_top_a01_schriftstellerin_goodbye_erstmalig_tseq_st_9;I do hope so.
spokentexts_schriftstellerin_top_a01_schriftstellerin_goodbye_erstmalig_tseq_st_10_direction;convinced encouragingly
spokentexts_schriftstellerin_top_a01_schriftstellerin_goodbye_erstmalig_tseq_st_10;Then grab it!
spokentexts_schriftstellerin_top_a01_schriftstellerin_goodbye_erstmalig_tseq_st_11;Even small people can make big changes, as my friend Ronald likes to say.
spokentexts_schriftstellerin_top_a01_schriftstellerin_goodbye_erstmalig_tseq_st_12;I shall do my best!
sequences_schriftstellerin_top_a01_schriftstellerin_goodbye_erstmalig_tseq#0;[The writer is smiling at the nurse, who shakes his head slightly. She finds it inappropriate that the writer makes fun of Ohi.]
spokentexts_schriftstellerin_top_a01_schriftstellerin_goodbye_tseq_st_1;Another time.
spokentexts_schriftstellerin_top_a01_schriftstellerin_goodbye_tseq_st_2;Farewell, Lady Westmacott.
spokentexts_schriftstellerin_top_a01_schriftstellerin_goodbye_tseq_st_3_direction;friendly
spokentexts_schriftstellerin_top_a01_schriftstellerin_goodbye_tseq_st_3;Constable.
texts_schriftstellerin_top_a01_schriftstellerin_mitreisende_archaeologe_tseq_title;The archaeologist
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_geiger_tseq_st_1;About the other passengers...
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_archaeologe_tseq_st_2;Did you notice the man who just walked into the next carriage with a cup of tea?
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_archaeologe_tseq_st_3;I did. He seemed nervous.
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_archaeologe_tseq_st_4;He was waiting at the bar for the steward.
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_archaeologe_tseq_st_5;And since the steward never appeared, he elected to help himself. He took TWO biscuits.
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_archaeologe_tseq_st_6;He seems pretty young, but he's already a professor at the British Museum.
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_archaeologe_tseq_st_13_direction;interested
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_archaeologe_tseq_st_13;Interesting! I'll have to talk to him later.
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_archaeologe_tseq_st_14_direction;smiling
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_archaeologe_tseq_st_14;Just out of courtesy, of course.
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_archaeologe_tseq_st_15_direction;friendly
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_archaeologe_tseq_st_15;Of course.
texts_schriftstellerin_top_a01_schriftstellerin_mitreisende_geiger_tseq_title;The violinist
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_geiger_tseq_st_2;Did you notice the blond man with the violin case?
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_geiger_tseq_st_3_direction;derogatory snort
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_geiger_tseq_st_3;Pfff.
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_geiger_tseq_st_4;I certainly did!
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_geiger_tseq_st_5;He introduced himself and tried to make a good impression.
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_geiger_tseq_st_6;People like him are drawn to wealth and fame like moths to a flame.
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_geiger_tseq_st_7;But his charms failed on you?
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_geiger_tseq_st_8;I know him by name. David Kreutzer. He was a drain on my friend's purse.
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_geiger_tseq_st_9;Do you think he has a money problem?
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_geiger_tseq_st_10;People like him always have a money problem. No matter how much you give them, they always spend twice as much and complain that they have far too little.
texts_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq_title;Other passengers
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq_st_1;Coming back to the other passengers again...
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq_st_2;Did you notice anyone else?
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq_st_3;What about the doctor?
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq_st_4;Or the baroness?
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq_st_5;I notice that you've asked me about everyone except for the inspector who went in the direction of the freight car a few minutes ago.
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq_st_6;Isn't that the Frenchman? Who made his name when he caught the Raven?
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq_st_7;"I wouldn't quite say ""caught""..."
sequences_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq#8;[Writer makes a dismissive gesture.]
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq_st_8_direction;beiläufig
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq_st_8;Well, shot.
sequences_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq#10;[The nurse looks up briefly, then back down.]
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq_st_9;Why don't you ask me about him and my theory about what he's doing here?
sequences_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq#12;[Ohi leans a little down at her.]
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq_st_10_direction;flüstert
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq_st_10;I don't think we should discuss Inspector Legrand's investigation in public.
sequences_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq#14;[Ohi straightens back up.]
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq_st_11;Legrand. Right. That was his name.
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq_st_12;Will he save the day again?
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq_st_14_direction;has seen the clue through him
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_sonstige_tseq_st_14;Or will you, Constable?
texts_schriftstellerin_top_a01_schriftstellerin_mitreisende_tseq_title;Fellow passengers
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_tseq_st_1;As a writer you must be very observant, am I right?
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_tseq_st_2;I mean, you have to study the behavior of the people around you to create the characters in your novels, don't you?
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_tseq_st_3;I solved the mystery of human nature a long time ago, Mr. Zellner.
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_tseq_st_4;Since then, most people just bore me.
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_tseq_st_5_direction;does not believe her
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_tseq_st_5;Really? I had the impression you were eying me suspiciously as I came in.
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_tseq_st_6_direction;smiling
spokentexts_schriftstellerin_top_a01_schriftstellerin_mitreisende_tseq_st_6;What do you want to know, Constable?
texts_schriftstellerin_top_a01_schriftstellerin_was_macht_sie_im_zug_tseq_title;What is she doing here?
spokentexts_schriftstellerin_top_a01_schriftstellerin_was_macht_sie_im_zug_tseq_st_1;What are you doing here, if I may ask? Are you on holiday?
spokentexts_schriftstellerin_top_a01_schriftstellerin_was_macht_sie_im_zug_tseq_st_2;May I ask what you're doing here? Are you on holiday?
spokentexts_schriftstellerin_top_a01_schriftstellerin_was_macht_sie_im_zug_tseq_st_3;Holiday? Yes, so to speak. The first and last holiday of my life.
spokentexts_schriftstellerin_top_a01_schriftstellerin_was_macht_sie_im_zug_tseq_st_4_direction;blankly
spokentexts_schriftstellerin_top_a01_schriftstellerin_was_macht_sie_im_zug_tseq_st_4;Madam?
spokentexts_schriftstellerin_top_a01_schriftstellerin_was_macht_sie_im_zug_tseq_st_5;I've been writing since I was a little girl. It became my job...
spokentexts_schriftstellerin_top_a01_schriftstellerin_was_macht_sie_im_zug_tseq_st_6;And now I've stopped... So this must be a holiday.
spokentexts_schriftstellerin_top_a01_schriftstellerin_was_macht_sie_im_zug_tseq_st_7_direction;shocked
spokentexts_schriftstellerin_top_a01_schriftstellerin_was_macht_sie_im_zug_tseq_st_7;You quit writing? Impossible!
spokentexts_schriftstellerin_top_a01_schriftstellerin_was_macht_sie_im_zug_tseq_st_9;I have all of your books! Your detective Partout is my favorite character!
spokentexts_schriftstellerin_top_a01_schriftstellerin_was_macht_sie_im_zug_tseq_st_10;Then I have bad news for you. I killed the old wretch off years ago. 
spokentexts_schriftstellerin_top_a01_schriftstellerin_was_macht_sie_im_zug_tseq_st_11_direction;blankly
spokentexts_schriftstellerin_top_a01_schriftstellerin_was_macht_sie_im_zug_tseq_st_11;I... don't understand.
spokentexts_schriftstellerin_top_a01_schriftstellerin_was_macht_sie_im_zug_tseq_st_12;I'd rather not discuss my work, Constable.
spokentexts_schriftstellerin_top_a01_schriftstellerin_was_macht_sie_im_zug_tseq_st_13;Oh, well... fine.
texts_schriftstellerin_top_a01_schriftstellerin_woran_arbeitet_sie_gerade_tseq_title;Where is she travelling to?
spokentexts_schriftstellerin_top_a01_schriftstellerin_woran_arbeitet_sie_gerade_tseq_st_2;Are you travelling to Istanbul non-stop?
spokentexts_schriftstellerin_top_a01_schriftstellerin_woran_arbeitet_sie_gerade_tseq_st_3;Are you travelling to Istanbul, Lady Westmacott?
spokentexts_schriftstellerin_top_a01_schriftstellerin_woran_arbeitet_sie_gerade_tseq_st_4;No. We are on our way to Venice. From there we will take a ship to Cairo.
spokentexts_schriftstellerin_top_a01_schriftstellerin_woran_arbeitet_sie_gerade_tseq_st_5;As you may know, I have a penchant for archaeology. I fund a few excavations in Egypt.
spokentexts_schriftstellerin_top_a01_schriftstellerin_woran_arbeitet_sie_gerade_tseq_st_7;I travelled to Egypt by ship as a young woman... And now I'm doing it again as an old woman.
spokentexts_schriftstellerin_top_a01_schriftstellerin_woran_arbeitet_sie_gerade_tseq_st_10;I see.
spokentexts_schriftstellerin_ex_1_st_1;An extraordinary woman. Talented, intellectual, extremely rich and the most successful writer of all time.
spokentexts_schriftstellerin_ex_1_st_2;Yet they say she can be difficult on occasion and that she's rather unhappy.
spokentexts_schriftstellerin_talk_mit_1_st_1;Excuse me, Lady Westmacott?
spokentexts_schriftstellerin_talk_mit_1_st_2;Constable Zellner! How can I help you?
spokentexts_schriftstellerin_talk_mit_2_st_1;There are thousands of things I'd like to ask her.
spokentexts_schriftstellerin_talk_mit_2_st_2;But nothing would justify neglecting my duties here on the train.
spokentexts_schriftstellerin_used_mit_krimi_st_1;Err... Lady Westmacott?
sequences_schriftstellerin_used_mit_krimi#2;[The writer goes in talk position.]
spokentexts_schriftstellerin_used_mit_krimi_st_2;Yes?
sequences_schriftstellerin_used_mit_krimi#4;[Ohi reaches into his pocket, pulls out the book.]
spokentexts_schriftstellerin_used_mit_krimi_st_3_direction;embarrassed
spokentexts_schriftstellerin_used_mit_krimi_st_3;I was wondering if you might...
spokentexts_schriftstellerin_used_mit_krimi_st_4;...sign your book, Constable Zellner?
spokentexts_schriftstellerin_used_mit_krimi_st_5;If it isn't too much of an inconvenience.
spokentexts_schriftstellerin_used_mit_krimi_st_6;Of course it's an inconvenience.
spokentexts_schriftstellerin_used_mit_krimi_st_7_direction;friendly
spokentexts_schriftstellerin_used_mit_krimi_st_7;But only a small one.
sequences_schriftstellerin_used_mit_krimi#10;[The writer takes the book, pulls out a pen drops down the book and wrote a tribute. She puts the pen away again, closes the book, takes it and holds it out to Ohi.]
spokentexts_schriftstellerin_used_mit_krimi_st_8;You're welcome.
spokentexts_schriftstellerin_used_mit_krimi_st_9_direction;pleased
spokentexts_schriftstellerin_used_mit_krimi_st_9;Thank you so very much!
sequences_schriftstellerin_used_mit_krimi#13;[The writer goes back to normal idle.]
texts_a01_bombe_mo_use_1;Throw the bomb away
sequences_a01_bombe_use_1#1;"[It has to be clicked on the bomb so that it continues. Otherwise, we continue with sequence - ""bomb Fund again""]"
sequences_transportwagon_seq_a01_transportwagon_bombenfund_und_explosion#0;[The hands of the investigator's work on the cover of the cassette. In it, several sticks of dynamite and a detonator can be found with a clock whose is a few seconds before 12 clock.]
spokentexts_transportwagon_seq_a01_transportwagon_bombenfund_und_explosion_st_1_direction;scared
spokentexts_transportwagon_seq_a01_transportwagon_bombenfund_und_explosion_st_1;It's a...
sequences_transportwagon_seq_a01_transportwagon_brief_auf_dem_tresor#0;[Cut to the investigator.]
spokentexts_transportwagon_seq_a01_transportwagon_brief_auf_dem_tresor_st_1;Get off me!
sequences_transportwagon_seq_a01_transportwagon_brief_auf_dem_tresor#2;[The investigators fights himself free, searches for his flashlight, and turns is on. He radiates the security guard in the face.]
sequences_transportwagon_seq_a01_transportwagon_brief_auf_dem_tresor#3;[Cut to a long shot.]
sequences_transportwagon_seq_a01_transportwagon_brief_auf_dem_tresor#4;[While Ohi and the security guard stands up again. the investigator illuminated with a flashlight toward the vault.]
sequences_transportwagon_seq_a01_transportwagon_brief_auf_dem_tresor#5;[On the vault visible is a letter.]
spokentexts_transportwagon_seq_a01_transportwagon_brief_auf_dem_tresor_st_2;There sir!
sequences_transportwagon_seq_a01_transportwagon_brief_auf_dem_tresor#7;[The guard runs past the investigators to the vault.]
spokentexts_transportwagon_seq_a01_transportwagon_brief_auf_dem_tresor_st_3;An envelope!
sequences_transportwagon_seq_a01_transportwagon_brief_auf_dem_tresor#9;[The guard wants to take it, but the investigator is faster. He tears up the letter, looks into. He takes out a feather.]
sequences_transportwagon_seq_a01_transportwagon_brief_auf_dem_tresor#10;[Closeup on Ohi, which gets big eyes in surprise.]
sequences_transportwagon_seq_a01_transportwagon_brief_auf_dem_tresor#11;[The investigator sets aside the feather, takes the letter out of the envelope, opens it and reads it.]
spokentexts_transportwagon_seq_a01_transportwagon_brief_auf_dem_tresor_st_4_direction;reads
spokentexts_transportwagon_seq_a01_transportwagon_brief_auf_dem_tresor_st_4;My dear Nico. You should take a closer look at the box. R.
spokentexts_transportwagon_seq_a01_transportwagon_brief_auf_dem_tresor_st_5_direction;softly, shaken
spokentexts_transportwagon_seq_a01_transportwagon_brief_auf_dem_tresor_st_5;What the dickens?
sequences_transportwagon_seq_a01_transportwagon_brief_auf_dem_tresor#17;[The investigator stares stunned at the letter.]
sequences_transportwagon_seq_a01_transportwagon_brief_auf_dem_tresor#14;[The investigator presses the guard the torch and the letter in his hand and makes a hasty working to open the safe (twist lock). He opens the heavy door, pulls out a metal box and return it to the vault.]
sequences_transportwagon_seq_a01_transportwagon_brief_auf_dem_tresor#15;[The investigator reaches into his pocket, pulls out a key and opens the drawer. He does it all very quickly / hastily. Rather rashly. He is under pressure.]
sequences_transportwagon_seq_a01_transportwagon_brief_auf_dem_tresor#16;[Cut to a closeup. You can see the cartridge roughly from the perspective of the investigator. Player should be able to see what's inside.]
sequences_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen#0;[Ohi enters the transportwagon, leaves the door open.]
spokentexts_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_st_1;Inspector Legrand?
sequences_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen#2;[The inspector comes out of the dark corner, the guard comes up behind the box.]
spokentexts_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_st_2;Anything to report?
sequences_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig#0;[The camera shows the inside of the car from the door.]
sequences_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig#1;[Ohis head comes into view (under / beside the camera over). It is very dark, Ohi stands there, looks around.]
spokentexts_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig_st_1_direction;carefully
spokentexts_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig_st_1;Hello?
sequences_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig#3;[Ohis eyes fall on the vault. He goes a few steps further into the wagon.]
spokentexts_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig_st_2_direction;impressed
spokentexts_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig_st_2;Wow.
sequences_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig#5;[Behind a box jumps the guard out with the gun ready. He aims at Ohi (idle).]
spokentexts_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig_st_3_direction;loud commanding
spokentexts_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig_st_3;Don't move a muscle, you feathered fiend!
sequences_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig#7;[Ohi freezed, raises his arms (idle).]
sequences_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig#8;[Behind other boxes the investigator comes out.]
spokentexts_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig_st_4_direction;quietly
spokentexts_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig_st_4;Put the gun down, Robert.
sequences_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig#10;[Ohi stares surprised at the investigator Then he looks back on the guard.]
sequences_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig#11;[Cut to the guard.]
sequences_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig#12;[The guard is initially uncertain, but then he put the gun away and is now available as normal.]
spokentexts_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig_st_5;If I may introduce ...
sequences_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig#14;[Cut to a long shot.]
sequences_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig#15;[The investigator point to the the security guard.]
spokentexts_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig_st_6;Constable Robert Oliver from the Yard.
sequences_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig#17;[The investigator points to Ohi.]
spokentexts_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig_st_7;And this is the revered Constable Zellner of the Swiss police, who obviously couldn't control his curiosity.
sequences_transportwagon_seq_a01_transportwagon_oehi_betritt_transportwagen_erstmalig#19;[The investigator stands up normally.]
sequences_transportwagon_seq_a01_transportwagon_stromausfall_und_vollbremsung#0;[The train goes through a tunnel, no light from outside is in the train anymore.]
spokentexts_transportwagon_seq_a01_transportwagon_stromausfall_und_vollbremsung_st_1_direction;light goes out, he is surprised
spokentexts_transportwagon_seq_a01_transportwagon_stromausfall_und_vollbremsung_st_1;All right. We should... What?
sequences_transportwagon_seq_a01_transportwagon_stromausfall_und_vollbremsung#3;[While the investigators talks, the electric light goes out.]
spokentexts_transportwagon_seq_a01_transportwagon_stromausfall_und_vollbremsung_st_3_direction;scared
spokentexts_transportwagon_seq_a01_transportwagon_stromausfall_und_vollbremsung_st_3;The light's gone out!
spokentexts_transportwagon_seq_a01_transportwagon_stromausfall_und_vollbremsung_st_4_direction;commanding
spokentexts_transportwagon_seq_a01_transportwagon_stromausfall_und_vollbremsung_st_4;Flashlights!
sequences_transportwagon_seq_a01_transportwagon_stromausfall_und_vollbremsung#6;[Before the investigator has lifted his flashlight the train makes an emergency stop, the three men jumbled mess, boxes are moving and some things break.]
sequences_transportwagon_seq_bombe_nicht_geklickt#0;[The screen become blindingly white, in the background you can hear a sound of explosion]
spokentexts_transportwagon_seq_a01_transportwagon_bombenfund_und_explosion_st_2_direction;call
spokentexts_transportwagon_seq_a01_transportwagon_bombenfund_und_explosion_st_2;Away with it!
sequences_transportwagon_seq_explosion#1;[Ohi pushes the solidified investigator aside takes up the cash box and throws it as far as possible to the other side the transport carriage, behind the crates. Even as he does so, responded the guard and begins to fall out of the wagon.]
spokentexts_transportwagon_seq_a01_transportwagon_bombenfund_und_explosion_st_3_direction;call
spokentexts_transportwagon_seq_a01_transportwagon_bombenfund_und_explosion_st_3;Take cover!
sequences_transportwagon_seq_explosion#3;[Ohi takes the investigator with him, pushes him through the door, through which the guard is gone.]
sequences_transportwagon_seq_explosion#4;[Cut to a cloesup the transition.]
sequences_transportwagon_seq_explosion#5;[Ohi slams the door to the transport wagon. Then he follow the others in the lounge wagon. A split second later there is a strong, deafening explosion and everything goes black.]
sequences_transportwagon_seq_explosion#6;[The section is finished.]
texts_a01_brieftasche_ausgang_mo_leave;Finish the investigation
sequences_a01_brieftasche_ausgang_leave_1#1;[It is switched back to the normal scene. There Ohi puts back the wallet in his pocket.]
texts_a01_brieftasche_briefe_mo_ex_1;Examine the letters
spokentexts_a01_brieftasche_briefe_ex_1_st_1;Some letters...
sequences_a01_brieftasche_briefe_ex_1#2;[Ohi opens to the first letter.]
spokentexts_a01_brieftasche_briefe_ex_1_st_2;Hmm. Private.
sequences_a01_brieftasche_briefe_ex_1#4;[Ohi closes the letter, puts the letters on the other side.]
spokentexts_a01_brieftasche_briefe_ex_2_st_1;It's one thing to take a quick peek at the purse to make sure that nothing is missing.
spokentexts_a01_brieftasche_briefe_ex_2_st_2;But I can't read the baroness' private correspondence without good reason!
texts_a01_brieftasche_foto_mo_ex_1;Look at the picture
texts_a01_brieftasche_foto_mo_ex_2;Read the text
texts_a01_brieftasche_foto_mo_use_1;Turn the picture over
spokentexts_a01_brieftasche_foto_ex_1_st_1;And here? A picture!
spokentexts_a01_brieftasche_foto_ex_1_st_2;Hmm. A family in a garden...
spokentexts_a01_brieftasche_foto_ex_1_st_3;From the light clothing of the people in the picture and the strong shadows, I'd say the picture was taken on a sunny day.
spokentexts_a01_brieftasche_foto_ex_2_st_1;Tough to read... It's old-fashioned German.
spokentexts_a01_brieftasche_foto_ex_2_st_2;I learned it in school, but I'm a bit out of practice. I've been writing with the Latin-style script for ten years now, like everyone else.
spokentexts_a01_brieftasche_foto_ex_2_st_3;"Hmm. Seems like it says: ""For my dear little sister Meta, summer in Masuria, 1926"". "
spokentexts_a01_brieftasche_foto_ex_2_st_4;The baroness must have been a young woman in 1926. She probably spent the summer holidays with her family there.
sequences_a01_brieftasche_foto_ex_2#5;[Ohi rotates the photo back.]
spokentexts_a01_brieftasche_foto_ex_2_st_5;Pleasant memories carried in a picture.
spokentexts_a01_brieftasche_foto_ex_2_st_6;But it's none of my business. I should give the baroness her property back.
sequences_a01_brieftasche_foto_ex_2#8;[It switches back the normal scene. There lies the wallet of Ohi again.]
sequences_a01_brieftasche_foto_use_1#1;[Ohi picks the photo and turns it. On the back is a text.]
texts_a01_brieftasche_geldscheine_mo_ex_1;Examine the bank notes
spokentexts_a01_brieftasche_geldscheine_ex_1_st_1;Hmm. Bank notes. British Pounds, French Francs, Italian Lira.
sequences_a01_brieftasche_geldscheine_ex_1#2;[Ohi put the the banknotes from the right places to the left side of the wallet.]
spokentexts_a01_brieftasche_geldscheine_ex_1_st_2;Much more than most would carry with them.  But probably suitable for a wealthy lady like the baroness.
texts_a01_grossraumwagon_aushang_mo_ex_1__2;Examine the map
spokentexts_a01_grossraumwagon_aushang_ex_1_st_2;The large map shows the different routes of the Orient Express. This train began in Paris and ends in Istanbul, as usual.
spokentexts_a01_grossraumwagon_aushang_ex_1_st_3;Unfortunately, it will make most of its journey without me.
spokentexts_a01_grossraumwagon_aushang_ex_2_st_1;The train covers a distance of more than 3,000 kilometers and stops at a dozen places.
spokentexts_a01_grossraumwagon_aushang_ex_2_st_2;In many cities they entertain the travellers with local specialties and culture.  An adventure, especially in southeastern Europe!
texts_a01_grossraumwagon_brieftasche_mo_ex_1;Search the purse
texts_a01_grossraumwagon_brieftasche_mo_ex_3;Search the purse
texts_a01_grossraumwagon_brieftasche_mo_inventar;Baroness's purse
texts_a01_grossraumwagon_brieftasche_mo_use_1__2;Open the purse
texts_choice_02;Don't search the purse
texts_choise_01;Search the purse
spokentexts_a01_grossraumwagon_brieftasche_ex_1_st_1;Should I take a look inside? It would be a breech of trust.
spokentexts_a01_grossraumwagon_brieftasche_ex_1_st_2;On the other hand, there might be important clues to be found!
spokentexts_a01_grossraumwagon_brieftasche_ex_2_st_1;There's nothing of interest to me or to Inspector Legrand in the purse. I should give it back to the baroness.
sequences_a01_grossraumwagon_brieftasche_ex_3#1;[Cut back to the shot.]
sequences_a01_grossraumwagon_brieftasche_ex_3#2;[Ohi takes the wallet in his hand. The Geiger closes the window, turns into Öhis direction and freezes.]
sequences_a01_grossraumwagon_brieftasche_ex_3#3;[He noted that Ohi has tampered with the suitcase. He makes a few angry steps towards Ohi. Then he sees what Ohi has in his hand and stops abruptly.]
spokentexts_a01_grossraumwagon_brieftasche_ex_3_st_1;Hey! What are you doing there?
sequences_a01_grossraumwagon_brieftasche_ex_3#5;[Ohi stands there with the wallet in his hand (idle).]
spokentexts_a01_grossraumwagon_brieftasche_ex_3_st_2;I was taking your case for safe keeping, since it was left here unattended. When I picked it up, the cover unlatched...
spokentexts_a01_grossraumwagon_brieftasche_ex_3_st_3_direction;angry
