characters_araber;Araber
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#43;[Ohis feet are cut across the floor. The tube with his heart pills falls out of his pocket and shatters on the floor. The pills flying in all directions, the camera goes right through it.]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#44;[He pulls painfully on the railing, hanging there like a wet sack. The end of the tunnel is approaching. But we also see a rock in the vicinity of the exit, which extends a long way into the tunnel, and would hit him, if he stays like this]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#45;[Cut to Ohis face.]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#46;[He looks forward, sees the rock. Despite pain, he again mobilized all forces and pushes himself up.]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#47;[Cut back to the previous camera.]
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_21_direction;big effort
spokentexts_a02_tunnel_seq_a02_tunnel_blinder_passagier_st_21;Hupmmm !
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#49;[Ohi presses himself at the last minute over the railing and falls headlong rattling on the metal plates at the end of the saloon wagon. The rock misses to the camera, the end of the tunnel is reached.]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#50;[The train and the camera are enveloped by brilliant light, everything is white (a white panel at the end of the section).]
sequences_a02_tunnel_seq_a02_tunnel_blinder_passagier#6;[*** END OF SECTION*** PLEASE START SECTION 03 *** END OF SECTION ***]
